date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:33:44	13249/13249	---M--	200	added ('OK')	image/png	etag:%2254350494-33c1%22	https://www.artesiangroup.co.uk/img/circle1hover.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle1hover.png	(from https://www.artesiangroup.co.uk/)
20:33:44	19937/19937	---M--	200	added ('OK')	image/png	etag:%225c04153d-4de1%22	https://www.artesiangroup.co.uk/img/circle3.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle3.png	(from https://www.artesiangroup.co.uk/)
20:33:44	11967/11967	---M--	200	added ('OK')	image/png	etag:%2254350495-2ebf%22	https://www.artesiangroup.co.uk/img/circle3hover.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle3hover.png	(from https://www.artesiangroup.co.uk/)
20:33:44	9687/9687	---M--	200	added ('OK')	image/png	etag:%225bfba36d-25d7%22	https://www.artesiangroup.co.uk/img/circle6.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle6.png	(from https://www.artesiangroup.co.uk/)
20:33:45	16483/16483	---M--	200	added ('OK')	image/png	etag:%225bfba36d-4063%22	https://www.artesiangroup.co.uk/img/circle6hover.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle6hover.png	(from https://www.artesiangroup.co.uk/)
20:33:45	16729/16729	---M--	200	added ('OK')	image/png	etag:%2254350495-4159%22	https://www.artesiangroup.co.uk/img/circle4.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle4.png	(from https://www.artesiangroup.co.uk/)
20:33:45	11205/11205	---M--	200	added ('OK')	image/png	etag:%2254350495-2bc5%22	https://www.artesiangroup.co.uk/img/circle4hover.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle4hover.png	(from https://www.artesiangroup.co.uk/)
20:33:45	17502/17502	---M--	200	added ('OK')	image/png	etag:%225bfba36c-445e%22	https://www.artesiangroup.co.uk/img/circle5.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle5.png	(from https://www.artesiangroup.co.uk/)
20:33:45	9372/9372	---M--	200	added ('OK')	image/png	etag:%2254350496-249c%22	https://www.artesiangroup.co.uk/img/circle5hover.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/circle5hover.png	(from https://www.artesiangroup.co.uk/)
20:33:46	15389/15389	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:46%20GMT	https://www.artesiangroup.co.uk/executive-presence	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/executive-presence.html	(from https://www.artesiangroup.co.uk/)
20:33:46	17496/17496	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:47%20GMT	https://www.artesiangroup.co.uk/labyrinth	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/labyrinth.html	(from https://www.artesiangroup.co.uk/)
20:33:46	15326/15326	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:47%20GMT	https://www.artesiangroup.co.uk/top-team-development	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/top-team-development.html	(from https://www.artesiangroup.co.uk/)
20:33:46	15419/15419	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:47%20GMT	https://www.artesiangroup.co.uk/executive-coaching	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/executive-coaching.html	(from https://www.artesiangroup.co.uk/)
20:33:47	15601/15601	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:47%20GMT	https://www.artesiangroup.co.uk/creativity	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/creativity.html	(from https://www.artesiangroup.co.uk/)
20:33:47	15907/15907	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:48%20GMT	https://www.artesiangroup.co.uk/leading-organisations	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/leading-organisations.html	(from https://www.artesiangroup.co.uk/)
20:33:47	15172/15172	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:48%20GMT	https://www.artesiangroup.co.uk/developing-people	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/developing-people.html	(from https://www.artesiangroup.co.uk/)
